Outlier,Set,Scaler,Classifier,Avg Train Accuracy,Avg Validation Accuracy,Avg ROC AUC,Avg Full Overfitting,Avg ConfMat_TN,Avg ConfMat_FP,Avg ConfMat_FN,Avg ConfMat_TP,Prec_Ben,Prec_Mal,F1,Lowest Accuracy,External Test Accuracy
zscore,Raw_Feature_Set.csv,RobustScaler,RandomForest,0.9138501970369228,0.8416181545839118,0.9232460310650727,0.9295453639977327,1684,634,322,3396,0.913372923635599,0.726906571054019,0.779039549031072,0.8326429163214581,0.48680947012401354
isoforest,Raw_Feature_Set.csv,RobustScaler,RandomForest,0.919495678295803,0.8512328210645931,0.9324393679360897,0.7903808579415686,2263,656,444,4031,0.9008061488684316,0.7755084975493425,0.8045237486678491,0.8356997971602435,0.5779030439684328
none,Raw_Feature_Set.csv,RobustScaler,LogisticRegression,0.8990829818576959,0.8962362510995086,0.9552531745385778,0.5940228410350219,2448,476,299,4246,0.9341941111771888,0.8374108909312149,0.8633991392119812,0.8795180722891566,0.6072153325817362
iqr,Raw_Feature_Set.csv,RobustScaler,LogisticRegression,0.9514623878234462,0.9427323999406323,0.9872515140024587,0.6635525463181315,656,114,27,1665,0.9841290820224635,0.8533996103389224,0.9032711185810516,0.9249492900608519,0.6278842540398347
zscore,Raw_Feature_Set.csv,RobustScaler,LogisticRegression,0.9321570880706748,0.9287599378899026,0.977984835265022,0.8806387971977326,1862,286,144,3744,0.9629818979690258,0.8669881605373007,0.8965035561698456,0.9171499585749793,0.49462608042089445
isoforest,Raw_Feature_Set.csv,RobustScaler,LogisticRegression,0.9010348828370361,0.8961313142680432,0.9560799365553828,0.6283186931307014,2407,468,300,4219,0.9337113945087685,0.8377540814305521,0.862486465392533,0.8884381338742393,0.5976700488538143
none,Raw_Feature_Set.csv,RobustScaler,SVC,0.8326079996415228,0.8175114389238131,0.9190973825668532,0.7205981669154491,2376,992,371,3730,0.9097087545355518,0.7056482192377513,0.7770740027498236,0.8104487608841259,0.4832018038331454
iqr,Raw_Feature_Set.csv,RobustScaler,SVC,0.8523562425720496,0.8249311499200184,0.9323795090097127,0.8131597499118761,605,353,78,1426,0.9481856286659859,0.6318709526011007,0.7374271189945603,0.806910569105691,0.4605035700864337
zscore,Raw_Feature_Set.csv,RobustScaler,SVC,0.8806742541909272,0.8613322122058411,0.9505297577876721,0.8587063339069625,1779,610,227,3420,0.9377608339635415,0.7448028708435255,0.8095945750032938,0.8508699254349628,0.46110484780157834
isoforest,Raw_Feature_Set.csv,RobustScaler,SVC,0.8415606830367324,0.8298630076826587,0.9265630864412447,0.7566003266586545,2370,921,337,3766,0.9179200752114953,0.7205268435224993,0.7903475314698669,0.8154158215010142,0.47004885381435557
none,Raw_Feature_Set.csv,RobustScaler,KNeighbors,0.8695943046943702,0.8080051395580087,0.8724270761334914,0.7986733025220957,1787,474,960,4248,0.8157382482096891,0.7901554395172916,0.7135162207775965,0.7983924983255191,0.5046223224351747
iqr,Raw_Feature_Set.csv,RobustScaler,KNeighbors,0.8472780380156383,0.7688880093669092,0.7988265652817625,0.7727206255368267,324,210,359,1569,0.8138244485155635,0.6070965125270739,0.5323846180423965,0.7642276422764228,0.52423900789177
zscore,Raw_Feature_Set.csv,RobustScaler,KNeighbors,0.8629058455345131,0.7889338955431067,0.8494508939248979,0.8685547797301059,1179,447,827,3583,0.812493372021913,0.7251353442964662,0.6491923997731872,0.7746478873239436,0.4656895903795566
isoforest,Raw_Feature_Set.csv,RobustScaler,KNeighbors,0.8674264670161065,0.804842078682063,0.872265247109369,0.8347917004196201,1751,487,956,4200,0.8146024436274558,0.7826270063330939,0.708191169427641,0.7978363759296823,0.48590755355129644
none,Raw_Feature_Set.csv,RobustScaler,GradientBoosting,0.9159858457540062,0.8841868926924488,0.9534379417719002,0.17169999443804057,2206,324,541,4398,0.890574516034814,0.8721117868604139,0.8359934208437523,0.8760884125920965,0.896880871852687
iqr,Raw_Feature_Set.csv,RobustScaler,GradientBoosting,0.9614138950690011,0.877342139547156,0.9457877801930576,0.37683565990261275,489,108,194,1671,0.8960446948052463,0.8192612307979843,0.7639893207313652,0.8617886178861789,0.8461480646373545
zscore,Raw_Feature_Set.csv,RobustScaler,GradientBoosting,0.922672405377412,0.8861825608892937,0.9521152352258866,0.8909289806845058,1580,261,426,3769,0.8984745819813653,0.8586411821504368,0.8214644252961933,0.8707539353769677,0.5546035325065765
isoforest,Raw_Feature_Set.csv,RobustScaler,GradientBoosting,0.9173654150499212,0.8857196968657279,0.9548598362112756,0.03305136194935028,2160,298,547,4389,0.8892488484494973,0.8787914075903759,0.8363360442841365,0.8708586883029074,0.9470124013528748
none,Raw_Feature_Set.csv,RobustScaler,MLPClassifier,0.9954144723944592,0.958225848246749,0.9853565793232251,0.2941581176025439,2547,112,200,4610,0.9584897348400983,0.9579098410670582,0.9422307844797718,0.9470864032150034,0.8752348741074784
iqr,Raw_Feature_Set.csv,RobustScaler,MLPClassifier,1.0,0.9569534458022065,0.9878220724863459,0.4608594065089548,619,42,64,1737,0.9645067093447166,0.93655078669676,0.9211081822848959,0.9452332657200812,0.8032318677189026
zscore,Raw_Feature_Set.csv,RobustScaler,MLPClassifier,0.9997514841892645,0.9589131007313849,0.9891765053620286,0.34346047998372187,1851,93,155,3937,0.962172916675604,0.952404737835286,0.9372097533781499,0.9511184755592378,0.8605787298008268
isoforest,Raw_Feature_Set.csv,RobustScaler,MLPClassifier,0.9981404641023927,0.9607796475876524,0.988030329679181,0.1114320491163687,2544,127,163,4560,0.9656261233907081,0.9526008635942999,0.9460056805779665,0.9519945909398242,0.9635475385193537
none,Raw_Feature_Set.csv,RobustScaler,XGBoost,0.9726870494530424,0.9148457191122159,0.972991875407971,0.39359498580459623,2340,229,407,4493,0.9170311130609171,0.9107808851905898,0.8802474711897581,0.8975217682518419,0.8048102217211575
iqr,Raw_Feature_Set.csv,RobustScaler,XGBoost,0.9979691822229325,0.9045539999010538,0.9628334304775492,0.8244907132465114,532,84,151,1695,0.9182221023693428,0.8641620593310151,0.8191720157237399,0.8943089430894309,0.6614806463735439
zscore,Raw_Feature_Set.csv,RobustScaler,XGBoost,0.9814032110267246,0.9150088885474906,0.9716894940900407,1.007028628786723,1680,187,326,3843,0.9218362929737376,0.9000550693552636,0.867539672825003,0.9072079536039768,0.511837655016911
isoforest,Raw_Feature_Set.csv,RobustScaler,XGBoost,0.9733230513180583,0.9152015451320745,0.9731243452224134,0.8881948917984251,2292,212,415,4475,0.9151663656424629,0.91541527250129,0.8796551579611236,0.9066937119675457,0.5708380308154828
